,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
JN024203-JN024212,JN024213-JN024222,100.00,[100 - 100%],0.0007,99.61,98.30,[97.5 - 98.8%],0.0027,97.92,100.00,[100 - 100%],0.0034,99.99,0.07
JN024203-JN024212,JN024223  JN024224  JN024226  JN024227  JN024228  JN024229  JN024230  JN024231  JN024232  JN024233  JN024234  JN024235  JN024496  JN024497,100.00,[100 - NaN%],0.0000,99.62,98.30,[97.5 - 98.8%],0.0027,97.91,100.00,[100 - 100%],0.0027,99.99,0.04
JN024203-JN024212,JN024236  JN024237  JN024238  JN024239  JN024241  JN024242  JN024243  JN024244  JN024511,100.00,[100 - NaN%],0.0000,99.62,97.50,[96.5 - 98.3%],0.0036,97.76,100.00,[99.9 - 100%],0.0036,99.99,0.01
JN024203-JN024212,JN024245-JN024254,100.00,[100 - NaN%],0.0000,99.62,97.30,[96.2 - 98.1%],0.0039,97.71,100.00,[99.9 - 100%],0.0039,99.99,0.07
JN024203-JN024212,JN024255-JN024264,100.00,[100 - 100%],0.0011,99.61,97.20,[96 - 98%],0.0041,97.68,100.00,[99.9 - 100%],0.0052,99.98,0.08
JN024203-JN024212,JN024512-JN024520,100.00,[100 - NaN%],0.0000,99.62,97.30,[96.2 - 98.1%],0.0040,97.71,100.00,[99.9 - 100%],0.0040,99.99,0.02
JN024203-JN024212,JN024265  JN024266  JN024267  JN024268  JN024269  JN024270  JN024271  JN024272  JN024273  JN024521,100.00,[100 - 100%],0.0011,99.61,96.80,[95.6 - 97.7%],0.0046,97.6,100.00,[99.9 - 100%],0.0057,99.98,0.03
JN024203-JN024212,JN024274-JN024282,100.00,[100 - 100%],0.0007,99.61,43.40,[40.8 - 45.9%],0.0889,5.91,92.90,[90.6 - 94.7%],0.0896,99.71,0.28
JN024203-JN024212,JN024284-JN024292,100.00,[100 - 100%],0.0007,99.61,43.60,[41.1 - 46.1%],0.0883,6.18,93.00,[90.7 - 94.8%],0.0889,99.71,0.32
JN024203-JN024212,JN024293-JN024302,100.00,[100 - 100%],0.0007,99.61,43.50,[41 - 46.1%],0.0884,6.13,93.00,[90.6 - 94.7%],0.0890,99.71,0.31
JN024203-JN024212,JN024303-JN024312,100.00,[100 - 100%],0.0007,99.61,43.20,[40.6 - 45.7%],0.0895,5.65,92.80,[90.5 - 94.6%],0.0901,99.7,0.21
JN024203-JN024212,JN024313-JN024321,100.00,[100 - 100%],0.0008,99.61,43.50,[41 - 46%],0.0886,6.05,92.90,[90.6 - 94.7%],0.0892,99.71,0.30
JN024203-JN024212,JN024322  JN024323  JN024324  JN024325  JN024326  JN024327  JN024328  JN024329  JN024330  JN024498,100.00,[100 - 100%],0.0011,99.61,43.50,[41 - 46.1%],0.0885,6.08,92.90,[90.6 - 94.7%],0.0895,99.71,0.25
JN024203-JN024212,JN024331  JN024332  JN024333  JN024334  JN024335  JN024336  JN024337  JN024338  JN024499  JN024500,100.00,[100 - 100%],0.0011,99.61,43.70,[41.1 - 46.2%],0.0880,6.3,93.00,[90.6 - 94.7%],0.0890,99.71,0.23
JN024203-JN024212,JN024100  JN024101  JN024103  JN024104  JN024105  JN024106  JN024107  JN024108  JN024109,100.00,[100 - 100%],0.0002,99.62,45.50,[42.9 - 48%],0.0830,9,93.80,[91.6 - 95.4%],0.0831,99.77,0.31
JN024203-JN024212,JN024110-JN024119,100.00,[100 - 100%],0.0007,99.61,45.30,[42.7 - 47.9%],0.0834,8.7,93.60,[91.4 - 95.3%],0.0841,99.76,0.33
JN024203-JN024212,JN024120-JN024129,100.00,[100 - 100%],0.0000,99.62,45.60,[43 - 48.1%],0.0827,9.14,93.80,[91.6 - 95.4%],0.0828,99.77,0.36
JN024203-JN024212,JN024130-JN024138,100.00,[100 - 100%],0.0007,99.61,45.10,[42.5 - 47.6%],0.0841,8.31,93.50,[91.3 - 95.2%],0.0848,99.75,0.32
JN024203-JN024212,JN024139-JN024148,100.00,[100 - 100%],0.0000,99.62,45.50,[42.9 - 48.1%],0.0829,9.02,93.80,[91.6 - 95.4%],0.0829,99.77,0.37
JN024203-JN024212,JN024149  JN024150  JN024151  JN024152  JN024153  JN024154  JN024155  JN024156  JN024157  JN024158  JN024493  JN024494  JN024533  JN024534,100.00,[100 - 100%],0.0009,99.61,45.60,[43.1 - 48.2%],0.0826,9.23,93.70,[91.5 - 95.4%],0.0835,99.76,0.39
JN024203-JN024212,JN024159  JN024160  JN024161  JN024162  JN024163  JN024164  JN024535  JN024536  JN024572,100.00,[100 - 100%],0.0000,99.62,45.20,[42.7 - 47.8%],0.0836,8.62,93.70,[91.5 - 95.4%],0.0836,99.76,0.34
JN024203-JN024212,JN024165  JN024166  JN024167  JN024168  JN024169  JN024170  JN024171  JN024172  JN024173  JN024495  JN024537,100.00,[100 - 100%],0.0000,99.62,46.90,[44.3 - 49.5%],0.0792,11.64,94.30,[92.2 - 95.8%],0.0792,99.8,0.34
JN024203-JN024212,JN024174  JN024175  JN024176  JN024177  JN024179  JN024180  JN024181,100.00,[100 - 100%],0.0013,99.61,44.80,[42.3 - 47.4%],0.0847,7.95,93.40,[91.1 - 95.1%],0.0859,99.74,0.32
JN024203-JN024212,JN024182  JN024183  JN024184  JN024185  JN024186  JN024524  JN024525  JN024526  JN024527  JN024528,100.00,[100 - 100%],0.0001,99.62,47.20,[44.6 - 49.7%],0.0786,12.18,94.30,[92.3 - 95.9%],0.0787,99.8,0.34
JN024203-JN024212,JN024187  JN024188  JN024189  JN024190  JN024191  JN024192  JN024529  JN024530  JN024531  JN024532,100.00,[100 - 100%],0.0011,99.61,44.90,[42.3 - 47.5%],0.0846,8.04,93.40,[91.2 - 95.1%],0.0856,99.75,0.36
JN024203-JN024212,JN024193-JN024202,100.00,[100 - 100%],0.0001,99.62,44.70,[42.2 - 47.3%],0.0851,7.77,93.50,[91.3 - 95.2%],0.0851,99.75,0.37
JN024203-JN024212,JX976707  JX976708  JX976709,100.00,[100 - 100%],0.0012,99.61,26.80,[24.5 - 29.3%],0.1612,0.02,81.30,[77.9 - 84.2%],0.1622,96.42,0.28
JN024203-JN024212,JX976710  JX976711  JX976712  JX976713  JX976715  JX976716,100.00,[99.9 - 100%],0.0022,99.6,27.10,[24.7 - 29.6%],0.1595,0.03,81.40,[78 - 84.4%],0.1614,96.52,0.29
