,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
JN024110-JN024119,JN024120-JN024129,100.00,[100 - 100%],0.0012,99.61,98.30,[97.5 - 98.8%],0.0027,97.92,100.00,[99.9 - 100%],0.0038,99.99,0.03
JN024110-JN024119,JN024130-JN024138,100.00,[100 - NaN%],0.0000,99.62,96.90,[95.7 - 97.7%],0.0045,97.62,100.00,[99.9 - 100%],0.0045,99.99,0.01
JN024110-JN024119,JN024139-JN024148,100.00,[100 - 100%],0.0005,99.61,97.40,[96.3 - 98.1%],0.0039,97.73,100.00,[99.9 - 100%],0.0043,99.99,0.04
JN024110-JN024119,JN024149  JN024150  JN024151  JN024152  JN024153  JN024154  JN024155  JN024156  JN024157  JN024158  JN024493  JN024494  JN024533  JN024534,100.00,[100 - 100%],0.0005,99.61,97.20,[96.2 - 98%],0.0040,97.7,100.00,[99.9 - 100%],0.0045,99.99,0.06
JN024110-JN024119,JN024159  JN024160  JN024161  JN024162  JN024163  JN024164  JN024535  JN024536  JN024572,100.00,[100 - 100%],0.0004,99.61,97.10,[95.9 - 97.9%],0.0042,97.66,100.00,[99.9 - 100%],0.0046,99.99,0.01
JN024110-JN024119,JN024165  JN024166  JN024167  JN024168  JN024169  JN024170  JN024171  JN024172  JN024173  JN024495  JN024537,100.00,[100 - 100%],0.0001,99.62,96.90,[95.7 - 97.7%],0.0045,97.62,100.00,[99.9 - 100%],0.0046,99.99,0.00
JN024110-JN024119,JN024174  JN024175  JN024176  JN024177  JN024179  JN024180  JN024181,100.00,[100 - 100%],0.0006,99.61,96.00,[94.6 - 97%],0.0055,97.43,99.90,[99.9 - 100%],0.0062,99.98,0.01
JN024110-JN024119,JN024182  JN024183  JN024184  JN024185  JN024186  JN024524  JN024525  JN024526  JN024527  JN024528,100.00,[100 - 100%],0.0005,99.61,95.70,[94.2 - 96.8%],0.0058,97.36,99.90,[99.9 - 100%],0.0063,99.98,0.01
JN024110-JN024119,JN024187  JN024188  JN024189  JN024190  JN024191  JN024192  JN024529  JN024530  JN024531  JN024532,100.00,[100 - 100%],0.0006,99.61,94.30,[92.6 - 95.6%],0.0074,97.04,99.90,[99.8 - 100%],0.0080,99.98,0.02
JN024110-JN024119,JN024193-JN024202,100.00,[100 - 100%],0.0001,99.62,94.30,[92.6 - 95.6%],0.0074,97.03,99.90,[99.8 - 100%],0.0075,99.98,0.03
JN024110-JN024119,JX976707  JX976708  JX976709,100.00,[100 - 100%],0.0015,99.6,26.70,[24.4 - 29.2%],0.1618,0.02,81.10,[77.7 - 84.1%],0.1631,96.31,0.05
JN024110-JN024119,JX976710  JX976711  JX976712  JX976713  JX976715  JX976716,100.00,[99.9 - 100%],0.0028,99.59,26.80,[24.4 - 29.2%],0.1617,0.02,80.90,[77.6 - 83.9%],0.1640,96.19,0.05
JN024110-JN024119,GQ999974,100.00,[100 - 100%],0.0008,99.61,26.70,[24.3 - 29.1%],0.1624,0.02,81.10,[77.7 - 84.1%],0.1630,96.32,0.13
JN024110-JN024119,JX976717  JX976718  JX976719  JX976720,100.00,[99.9 - 100%],0.0021,99.6,26.70,[24.4 - 29.2%],0.1621,0.02,81.00,[77.6 - 84%],0.1638,96.22,0.14
JN024110-JN024119,JX976721,29.80,[26.5 - 33.4%],0.5156,0.08,34.30,[31.9 - 36.8%],0.1212,0.52,29.30,[26.4 - 32.4%],0.5743,0,0.31
JN024110-JN024119,JX976729  JX976730  JX976731,99.40,[98.8 - 99.7%],0.0145,99.46,28.40,[26 - 30.9%],0.1515,0.05,81.00,[77.6 - 84%],0.1638,96.22,0.13
JN024110-JN024119,JX976670  JX976671,100.00,[100 - 100%],0.0007,99.61,27.20,[24.9 - 29.7%],0.1586,0.03,81.80,[78.4 - 84.7%],0.1591,96.77,0.32
JN024110-JN024119,JX976672-JX976680,99.90,[99.9 - 100%],0.0031,99.59,27.20,[24.9 - 29.7%],0.1585,0.03,81.50,[78.1 - 84.4%],0.1611,96.55,0.29
JN024110-JN024119,GQ999991,100.00,[100 - 100%],0.0008,99.61,27.00,[24.7 - 29.5%],0.1601,0.03,81.50,[78.2 - 84.5%],0.1607,96.6,0.04
JN024110-JN024119,JX976684  JX976685,100.00,[100 - 100%],0.0011,99.61,27.20,[24.8 - 29.7%],0.1589,0.03,81.70,[78.3 - 84.6%],0.1599,96.69,0.34
JN024110-JN024119,JX976686-JX976693,100.00,[99.9 - 100%],0.0024,99.6,27.90,[25.5 - 30.4%],0.1546,0.04,82.20,[78.9 - 85.1%],0.1566,97.04,0.32
JN024110-JN024119,JX976681-JX976683,100.00,[100 - 100%],0.0009,99.61,28.50,[26.1 - 31%],0.1509,0.05,83.10,[79.8 - 85.9%],0.1517,97.5,0.30
JN024110-JN024119,JX976632-JX976641,100.00,[99.9 - 100%],0.0018,99.6,25.90,[23.6 - 28.4%],0.1673,0.02,80.10,[76.7 - 83.1%],0.1688,95.54,0.17
JN024110-JN024119,JX976642,100.00,[100 - 100%],0.0008,99.61,25.80,[23.5 - 28.3%],0.1682,0.01,80.10,[76.7 - 83.1%],0.1688,95.52,0.08
JN024110-JN024119,GQ999983,100.00,[100 - 100%],0.0008,99.61,25.80,[23.5 - 28.3%],0.1682,0.01,80.10,[76.7 - 83.1%],0.1688,95.52,0.08
JN024110-JN024119,JX976646-JX976652,100.00,[100 - 100%],0.0010,99.61,26.20,[23.8 - 28.6%],0.1658,0.02,80.50,[77.1 - 83.5%],0.1666,95.84,0.27
JN024110-JN024119,JX976659-JX976669,100.00,[100 - 100%],0.0012,99.61,26.10,[23.8 - 28.6%],0.1659,0.02,80.40,[77 - 83.4%],0.1670,95.8,0.12
