,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
JN024354-JN024363,JN024364-JN024375,100.00,[100 - 100%],0.0014,99.61,98.60,[97.9 - 99%],0.0024,97.97,100.00,[99.9 - 100%],0.0037,99.99,0.01
JN024354-JN024363,JN024376-JN024385,100.00,[100 - 100%],0.0015,99.6,97.80,[96.8 - 98.4%],0.0034,97.81,100.00,[99.9 - 100%],0.0049,99.98,0.08
JN024354-JN024363,JN024386-JN024395,100.00,[100 - 100%],0.0004,99.61,98.20,[97.4 - 98.8%],0.0028,97.91,100.00,[100 - 100%],0.0032,99.99,0.01
JN024354-JN024363,JN024396  JN024397  JN024398  JN024399  JN024400  JN024401  JN024402  JN024403  JN024404  JN024542  JN024543,100.00,[100 - 100%],0.0014,99.6,98.10,[97.2 - 98.7%],0.0030,97.87,100.00,[99.9 - 100%],0.0044,99.99,0.04
JN024354-JN024363,JN024405-JN024414,100.00,[100 - 100%],0.0004,99.61,97.50,[96.5 - 98.2%],0.0037,97.75,100.00,[99.9 - 100%],0.0041,99.99,0.07
JN024354-JN024363,JN024544-JN024553,100.00,[100 - 100%],0.0015,99.6,97.20,[96.1 - 98%],0.0041,97.69,100.00,[99.9 - 100%],0.0056,99.98,0.05
JN024354-JN024363,JN024415  JN024416  JN024417  JN024418  JN024419  JN024420  JN024421  JN024554  JN024555  JN024556,100.00,[100 - 100%],0.0004,99.61,96.80,[95.6 - 97.7%],0.0046,97.6,100.00,[99.9 - 100%],0.0050,99.98,0.05
JN024354-JN024363,JN024203-JN024212,100.00,[100 - 100%],0.0004,99.61,43.10,[40.6 - 45.6%],0.0897,5.57,92.80,[90.5 - 94.6%],0.0901,99.7,0.52
JN024354-JN024363,JN024213-JN024222,100.00,[100 - 100%],0.0011,99.61,41.80,[39.3 - 44.3%],0.0938,4.13,92.20,[89.7 - 94.1%],0.0948,99.65,0.45
JN024354-JN024363,JN024223  JN024224  JN024226  JN024227  JN024228  JN024229  JN024230  JN024231  JN024232  JN024233  JN024234  JN024235  JN024496  JN024497,100.00,[100 - 100%],0.0003,99.61,42.10,[39.6 - 44.7%],0.0927,4.48,92.40,[90 - 94.3%],0.0930,99.67,0.48
JN024354-JN024363,JN024236  JN024237  JN024238  JN024239  JN024241  JN024242  JN024243  JN024244  JN024511,100.00,[100 - 100%],0.0004,99.61,41.50,[39 - 44%],0.0946,3.88,92.10,[89.7 - 94%],0.0950,99.65,0.51
JN024354-JN024363,JN024245-JN024254,100.00,[100 - 100%],0.0004,99.61,41.40,[38.9 - 43.9%],0.0949,3.81,92.10,[89.6 - 94%],0.0953,99.64,0.45
JN024354-JN024363,JN024255-JN024264,100.00,[100 - 100%],0.0015,99.6,41.30,[38.8 - 43.9%],0.0951,3.76,91.90,[89.4 - 93.9%],0.0964,99.63,0.44
JN024354-JN024363,JN024512-JN024520,100.00,[100 - 100%],0.0004,99.61,41.50,[39 - 44%],0.0946,3.89,92.10,[89.7 - 94%],0.0950,99.65,0.50
JN024354-JN024363,JN024265  JN024266  JN024267  JN024268  JN024269  JN024270  JN024271  JN024272  JN024273  JN024521,100.00,[100 - 100%],0.0015,99.6,41.40,[38.9 - 44%],0.0948,3.82,92.00,[89.5 - 93.9%],0.0962,99.63,0.49
JN024354-JN024363,JN024274-JN024282,100.00,[100 - 100%],0.0012,99.61,41.80,[39.3 - 44.3%],0.0937,4.15,92.20,[89.7 - 94.1%],0.0948,99.65,0.24
JN024354-JN024363,JN024284-JN024292,100.00,[100 - 100%],0.0012,99.61,42.00,[39.4 - 44.5%],0.0932,4.33,92.20,[89.8 - 94.1%],0.0942,99.66,0.20
JN024354-JN024363,JN024293-JN024302,100.00,[100 - 100%],0.0011,99.61,41.90,[39.4 - 44.5%],0.0932,4.32,92.20,[89.8 - 94.1%],0.0942,99.66,0.21
JN024354-JN024363,JN024303-JN024312,100.00,[100 - 100%],0.0011,99.61,41.50,[39 - 44%],0.0946,3.88,92.00,[89.6 - 94%],0.0956,99.64,0.31
JN024354-JN024363,JN024313-JN024321,100.00,[100 - 100%],0.0012,99.61,41.90,[39.4 - 44.5%],0.0933,4.29,92.20,[89.8 - 94.1%],0.0943,99.66,0.22
JN024354-JN024363,JN024322  JN024323  JN024324  JN024325  JN024326  JN024327  JN024328  JN024329  JN024330  JN024498,100.00,[100 - 100%],0.0015,99.6,41.80,[39.3 - 44.4%],0.0935,4.21,92.10,[89.7 - 94.1%],0.0949,99.65,0.28
JN024354-JN024363,JN024331  JN024332  JN024333  JN024334  JN024335  JN024336  JN024337  JN024338  JN024499  JN024500,100.00,[100 - 100%],0.0015,99.6,42.00,[39.5 - 44.5%],0.0931,4.35,92.20,[89.8 - 94.1%],0.0944,99.65,0.29
JN024354-JN024363,JN024100  JN024101  JN024103  JN024104  JN024105  JN024106  JN024107  JN024108  JN024109,100.00,[100 - 100%],0.0006,99.61,41.20,[38.7 - 43.7%],0.0957,3.6,92.00,[89.5 - 93.9%],0.0962,99.63,0.21
JN024354-JN024363,JN024110-JN024119,100.00,[100 - 100%],0.0011,99.61,41.00,[38.5 - 43.5%],0.0963,3.43,91.80,[89.3 - 93.8%],0.0973,99.62,0.19
JN024354-JN024363,JN024120-JN024129,100.00,[100 - 100%],0.0004,99.61,41.20,[38.7 - 43.7%],0.0955,3.64,92.00,[89.5 - 93.9%],0.0959,99.64,0.16
JN024354-JN024363,JN024130-JN024138,100.00,[100 - 100%],0.0012,99.61,41.10,[38.6 - 43.7%],0.0957,3.58,91.90,[89.4 - 93.8%],0.0968,99.63,0.20
JN024354-JN024363,JN024139-JN024148,100.00,[100 - 100%],0.0004,99.61,41.50,[39 - 44%],0.0946,3.89,92.10,[89.7 - 94%],0.0950,99.65,0.15
JN024354-JN024363,JN024149  JN024150  JN024151  JN024152  JN024153  JN024154  JN024155  JN024156  JN024157  JN024158  JN024493  JN024494  JN024533  JN024534,100.00,[100 - 100%],0.0013,99.61,41.60,[39.1 - 44.2%],0.0942,4,92.10,[89.6 - 94%],0.0954,99.64,0.13
JN024354-JN024363,JN024159  JN024160  JN024161  JN024162  JN024163  JN024164  JN024535  JN024536  JN024572,100.00,[100 - 100%],0.0004,99.61,41.30,[38.8 - 43.8%],0.0953,3.69,92.00,[89.6 - 94%],0.0957,99.64,0.18
JN024354-JN024363,JN024165  JN024166  JN024167  JN024168  JN024169  JN024170  JN024171  JN024172  JN024173  JN024495  JN024537,100.00,[100 - NaN%],0.0000,99.62,42.40,[39.9 - 45%],0.0918,4.79,92.60,[90.2 - 94.4%],0.0918,99.69,0.18
JN024354-JN024363,JN024174  JN024175  JN024176  JN024177  JN024179  JN024180  JN024181,100.00,[99.9 - 100%],0.0017,99.6,40.70,[38.2 - 43.3%],0.0970,3.25,91.60,[89.1 - 93.6%],0.0986,99.6,0.20
JN024354-JN024363,JN024182  JN024183  JN024184  JN024185  JN024186  JN024524  JN024525  JN024526  JN024527  JN024528,100.00,[100 - 100%],0.0005,99.61,43.00,[40.5 - 45.6%],0.0900,5.47,92.80,[90.4 - 94.6%],0.0904,99.7,0.18
