,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
JN024512-JN024520,JN024265  JN024266  JN024267  JN024268  JN024269  JN024270  JN024271  JN024272  JN024273  JN024521,100.00,[99.9 - 100%],0.0017,99.6,96.70,[95.5 - 97.6%],0.0046,97.59,99.90,[99.9 - 100%],0.0064,99.98,0.01
JN024512-JN024520,JN024274-JN024282,100.00,[100 - 100%],0.0012,99.61,42.10,[39.5 - 44.6%],0.0928,4.43,92.30,[89.9 - 94.2%],0.0939,99.66,0.26
JN024512-JN024520,JN024284-JN024292,100.00,[100 - 100%],0.0012,99.61,42.20,[39.7 - 44.8%],0.0923,4.62,92.40,[89.9 - 94.2%],0.0933,99.67,0.30
JN024512-JN024520,JN024293-JN024302,100.00,[100 - 100%],0.0011,99.61,42.20,[39.7 - 44.7%],0.0925,4.53,92.30,[89.9 - 94.2%],0.0935,99.67,0.30
JN024512-JN024520,JN024303-JN024312,100.00,[100 - 100%],0.0011,99.61,41.70,[39.2 - 44.3%],0.0939,4.09,92.10,[89.7 - 94.1%],0.0949,99.65,0.20
JN024512-JN024520,JN024313-JN024321,100.00,[100 - 100%],0.0012,99.61,42.10,[39.6 - 44.6%],0.0928,4.44,92.30,[89.9 - 94.2%],0.0939,99.66,0.28
JN024512-JN024520,JN024322  JN024323  JN024324  JN024325  JN024326  JN024327  JN024328  JN024329  JN024330  JN024498,100.00,[99.9 - 100%],0.0017,99.6,42.00,[39.5 - 44.6%],0.0929,4.39,92.20,[89.8 - 94.1%],0.0945,99.65,0.23
JN024512-JN024520,JN024331  JN024332  JN024333  JN024334  JN024335  JN024336  JN024337  JN024338  JN024499  JN024500,100.00,[99.9 - 100%],0.0017,99.6,42.20,[39.7 - 44.7%],0.0925,4.53,92.30,[89.8 - 94.2%],0.0941,99.66,0.22
JN024512-JN024520,JN024100  JN024101  JN024103  JN024104  JN024105  JN024106  JN024107  JN024108  JN024109,100.00,[100 - 100%],0.0002,99.62,44.10,[41.5 - 46.6%],0.0869,6.83,93.20,[91 - 95%],0.0870,99.73,0.30
JN024512-JN024520,JN024110-JN024119,100.00,[100 - 100%],0.0011,99.61,43.80,[41.3 - 46.4%],0.0875,6.52,93.00,[90.7 - 94.8%],0.0885,99.72,0.32
JN024512-JN024520,JN024120-JN024129,100.00,[100 - NaN%],0.0000,99.62,44.10,[41.6 - 46.7%],0.0868,6.86,93.30,[91 - 95%],0.0868,99.74,0.34
JN024512-JN024520,JN024130-JN024138,100.00,[100 - 100%],0.0012,99.61,43.60,[41.1 - 46.2%],0.0881,6.23,92.90,[90.6 - 94.7%],0.0892,99.71,0.30
JN024512-JN024520,JN024139-JN024148,100.00,[100 - NaN%],0.0000,99.62,44.00,[41.5 - 46.6%],0.0870,6.74,93.20,[91 - 95%],0.0870,99.73,0.35
JN024512-JN024520,JN024149  JN024150  JN024151  JN024152  JN024153  JN024154  JN024155  JN024156  JN024157  JN024158  JN024493  JN024494  JN024533  JN024534,100.00,[100 - 100%],0.0014,99.6,43.80,[41.3 - 46.4%],0.0875,6.51,93.00,[90.7 - 94.8%],0.0888,99.72,0.37
JN024512-JN024520,JN024159  JN024160  JN024161  JN024162  JN024163  JN024164  JN024535  JN024536  JN024572,100.00,[100 - NaN%],0.0000,99.62,43.80,[41.3 - 46.4%],0.0876,6.5,93.20,[90.9 - 94.9%],0.0876,99.73,0.33
JN024512-JN024520,JN024165  JN024166  JN024167  JN024168  JN024169  JN024170  JN024171  JN024172  JN024173  JN024495  JN024537,100.00,[100 - NaN%],0.0000,99.62,45.30,[42.7 - 47.9%],0.0835,8.67,93.70,[91.5 - 95.4%],0.0835,99.76,0.32
JN024512-JN024520,JN024174  JN024175  JN024176  JN024177  JN024179  JN024180  JN024181,100.00,[99.9 - 100%],0.0020,99.6,43.50,[41 - 46.1%],0.0885,6.06,92.80,[90.4 - 94.6%],0.0903,99.7,0.31
JN024512-JN024520,JN024182  JN024183  JN024184  JN024185  JN024186  JN024524  JN024525  JN024526  JN024527  JN024528,100.00,[100 - 100%],0.0001,99.62,45.60,[43.1 - 48.2%],0.0826,9.22,93.80,[91.6 - 95.4%],0.0827,99.77,0.33
JN024512-JN024520,JN024187  JN024188  JN024189  JN024190  JN024191  JN024192  JN024529  JN024530  JN024531  JN024532,100.00,[99.9 - 100%],0.0017,99.6,43.30,[40.7 - 45.8%],0.0892,5.78,92.70,[90.4 - 94.5%],0.0908,99.7,0.34
JN024512-JN024520,JN024193-JN024202,100.00,[100 - 100%],0.0001,99.62,43.10,[40.6 - 45.7%],0.0897,5.59,92.90,[90.5 - 94.7%],0.0897,99.71,0.35
JN024512-JN024520,JX976707  JX976708  JX976709,100.00,[100 - 100%],0.0014,99.6,26.50,[24.2 - 29%],0.1634,0.02,80.90,[77.5 - 83.8%],0.1646,96.12,0.26
JN024512-JN024520,JX976710  JX976711  JX976712  JX976713  JX976715  JX976716,100.00,[99.9 - 100%],0.0023,99.6,26.60,[24.2 - 29%],0.1631,0.02,80.80,[77.4 - 83.8%],0.1650,96.06,0.27
JN024512-JN024520,GQ999974,100.00,[100 - 100%],0.0009,99.61,26.40,[24.1 - 28.9%],0.1640,0.02,80.80,[77.4 - 83.8%],0.1648,96.1,0.18
JN024512-JN024520,JX976717  JX976718  JX976719  JX976720,100.00,[99.9 - 100%],0.0018,99.6,26.40,[24.1 - 28.9%],0.1641,0.02,80.70,[77.3 - 83.7%],0.1656,95.98,0.18
JN024512-JN024520,JX976721,68.30,[64.4 - 71.9%],0.1927,69.75,28.10,[25.7 - 30.6%],0.1532,0.05,55.60,[52.5 - 58.8%],0.3164,10.88,0.01
JN024512-JN024520,JX976729  JX976730  JX976731,100.00,[100 - 100%],0.0013,99.61,27.60,[25.2 - 30.1%],0.1563,0.04,82.10,[78.8 - 85%],0.1575,96.95,0.18
JN024512-JN024520,JX976670  JX976671,100.00,[100 - 100%],0.0007,99.61,26.90,[24.5 - 29.3%],0.1611,0.02,81.40,[78 - 84.3%],0.1616,96.49,0.64
JN024512-JN024520,JX976672-JX976680,100.00,[99.9 - 100%],0.0024,99.59,26.90,[24.5 - 29.4%],0.1609,0.02,81.10,[77.8 - 84.1%],0.1629,96.33,0.61
JN024512-JN024520,GQ999991,100.00,[100 - 100%],0.0009,99.61,26.60,[24.3 - 29.1%],0.1626,0.02,81.10,[77.7 - 84%],0.1634,96.28,0.35
JN024512-JN024520,JX976684  JX976685,100.00,[100 - 100%],0.0011,99.61,26.80,[24.5 - 29.3%],0.1612,0.02,81.30,[77.9 - 84.2%],0.1621,96.43,0.65
JN024512-JN024520,JX976686-JX976693,100.00,[99.9 - 100%],0.0019,99.6,27.50,[25.1 - 29.9%],0.1572,0.03,81.90,[78.5 - 84.8%],0.1588,96.81,0.64
JN024512-JN024520,JX976681-JX976683,100.00,[100 - 100%],0.0009,99.61,28.10,[25.7 - 30.6%],0.1531,0.05,82.70,[79.4 - 85.6%],0.1538,97.3,0.62
JN024512-JN024520,JX976632-JX976641,100.00,[100 - 100%],0.0007,99.61,26.20,[23.9 - 28.7%],0.1655,0.02,80.60,[77.2 - 83.6%],0.1662,95.91,0.49
JN024512-JN024520,JX976642,100.00,[100 - 100%],0.0006,99.61,26.10,[23.7 - 28.6%],0.1663,0.02,80.50,[77.1 - 83.5%],0.1668,95.82,0.24
JN024512-JN024520,GQ999983,100.00,[100 - 100%],0.0006,99.61,26.10,[23.7 - 28.6%],0.1663,0.02,80.50,[77.1 - 83.5%],0.1668,95.82,0.24
JN024512-JN024520,JX976646-JX976652,100.00,[100 - 100%],0.0006,99.61,26.20,[23.9 - 28.7%],0.1652,0.02,80.70,[77.3 - 83.7%],0.1657,95.98,0.59
JN024512-JN024520,JX976659-JX976669,100.00,[100 - 100%],0.0005,99.61,26.30,[24 - 28.8%],0.1647,0.02,80.80,[77.4 - 83.7%],0.1651,96.05,0.44
