,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024354-JN024363,100.00,[100 - 100%],0.0015,99.6,98.20,[97.4 - 98.8%],0.0028,97.9,100.00,[99.9 - 100%],0.0043,99.99,0.06
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024364-JN024375,100.00,[100 - 100%],0.0000,99.62,98.00,[97.2 - 98.6%],0.0031,97.86,100.00,[100 - 100%],0.0031,99.99,0.05
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024376-JN024385,100.00,[100 - 100%],0.0000,99.62,97.20,[96.1 - 98%],0.0040,97.7,100.00,[99.9 - 100%],0.0041,99.99,0.02
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024386-JN024395,100.00,[99.9 - 100%],0.0017,99.6,97.60,[96.6 - 98.3%],0.0036,97.78,100.00,[99.9 - 100%],0.0053,99.98,0.05
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024396  JN024397  JN024398  JN024399  JN024400  JN024401  JN024402  JN024403  JN024404  JN024542  JN024543,100.00,[100 - 100%],0.0000,99.62,97.50,[96.4 - 98.2%],0.0038,97.74,100.00,[99.9 - 100%],0.0038,99.99,0.02
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024405-JN024414,100.00,[99.9 - 100%],0.0017,99.6,96.90,[95.7 - 97.7%],0.0045,97.62,99.90,[99.9 - 100%],0.0062,99.98,0.01
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024544-JN024553,100.00,[100 - 100%],0.0000,99.62,96.60,[95.3 - 97.5%],0.0048,97.56,100.00,[99.9 - 100%],0.0048,99.98,0.01
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024415  JN024416  JN024417  JN024418  JN024419  JN024420  JN024421  JN024554  JN024555  JN024556,100.00,[100 - 100%],0.0012,99.61,96.20,[94.8 - 97.2%],0.0053,97.47,99.90,[99.9 - 100%],0.0065,99.98,0.01
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024203-JN024212,100.00,[100 - 100%],0.0010,99.61,42.60,[40.1 - 45.1%],0.0913,4.97,92.50,[90.1 - 94.4%],0.0922,99.68,0.46
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024213-JN024222,100.00,[100 - 100%],0.0005,99.61,41.20,[38.7 - 43.7%],0.0955,3.64,92.00,[89.5 - 93.9%],0.0960,99.64,0.39
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024223  JN024224  JN024226  JN024227  JN024228  JN024229  JN024230  JN024231  JN024232  JN024233  JN024234  JN024235  JN024496  JN024497,100.00,[99.9 - 100%],0.0020,99.6,41.50,[39 - 44%],0.0947,3.86,91.90,[89.4 - 93.9%],0.0965,99.63,0.42
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024236  JN024237  JN024238  JN024239  JN024241  JN024242  JN024243  JN024244  JN024511,100.00,[100 - 100%],0.0007,99.61,40.90,[38.5 - 43.5%],0.0963,3.43,91.90,[89.3 - 93.8%],0.0970,99.62,0.45
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024245-JN024254,100.00,[100 - 100%],0.0005,99.61,40.80,[38.3 - 43.4%],0.0967,3.33,91.80,[89.3 - 93.8%],0.0972,99.62,0.39
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024255-JN024264,100.00,[100 - 100%],0.0000,99.62,40.80,[38.3 - 43.4%],0.0967,3.33,91.90,[89.4 - 93.8%],0.0967,99.63,0.38
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024512-JN024520,100.00,[99.9 - 100%],0.0016,99.6,40.90,[38.4 - 43.5%],0.0964,3.41,91.70,[89.2 - 93.7%],0.0979,99.61,0.44
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024265  JN024266  JN024267  JN024268  JN024269  JN024270  JN024271  JN024272  JN024273  JN024521,100.00,[100 - 100%],0.0000,99.62,40.90,[38.4 - 43.4%],0.0965,3.39,91.90,[89.4 - 93.9%],0.0965,99.63,0.43
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024274-JN024282,100.00,[100 - 100%],0.0005,99.61,41.20,[38.8 - 43.8%],0.0954,3.68,92.00,[89.5 - 93.9%],0.0958,99.64,0.18
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024284-JN024292,100.00,[100 - 100%],0.0005,99.61,41.40,[38.9 - 44%],0.0948,3.83,92.10,[89.6 - 94%],0.0953,99.64,0.14
