,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
JN024139-JN024148,JN024149  JN024150  JN024151  JN024152  JN024153  JN024154  JN024155  JN024156  JN024157  JN024158  JN024493  JN024494  JN024533  JN024534,100.00,[100 - 100%],0.0007,99.61,97.80,[96.8 - 98.4%],0.0034,97.81,100.00,[99.9 - 100%],0.0041,99.99,0.02
JN024139-JN024148,JN024159  JN024160  JN024161  JN024162  JN024163  JN024164  JN024535  JN024536  JN024572,100.00,[100 - NaN%],0.0000,99.62,97.40,[96.4 - 98.2%],0.0038,97.74,100.00,[99.9 - 100%],0.0038,99.99,0.03
JN024139-JN024148,JN024165  JN024166  JN024167  JN024168  JN024169  JN024170  JN024171  JN024172  JN024173  JN024495  JN024537,100.00,[100 - NaN%],0.0000,99.62,97.10,[96 - 98%],0.0041,97.68,100.00,[99.9 - 100%],0.0041,99.99,0.03
JN024139-JN024148,JN024174  JN024175  JN024176  JN024177  JN024179  JN024180  JN024181,100.00,[100 - 100%],0.0010,99.61,96.10,[94.7 - 97.1%],0.0054,97.44,99.90,[99.9 - 100%],0.0064,99.98,0.05
JN024139-JN024148,JN024182  JN024183  JN024184  JN024185  JN024186  JN024524  JN024525  JN024526  JN024527  JN024528,100.00,[100 - NaN%],0.0000,99.62,95.90,[94.5 - 97%],0.0056,97.41,100.00,[99.9 - 100%],0.0056,99.98,0.03
JN024139-JN024148,JN024187  JN024188  JN024189  JN024190  JN024191  JN024192  JN024529  JN024530  JN024531  JN024532,100.00,[100 - 100%],0.0009,99.61,94.90,[93.3 - 96.2%],0.0067,97.18,99.90,[99.8 - 100%],0.0076,99.98,0.01
JN024139-JN024148,JN024193-JN024202,100.00,[100 - 100%],0.0000,99.62,94.00,[92.2 - 95.4%],0.0077,96.96,99.90,[99.8 - 100%],0.0078,99.98,0.00
JN024139-JN024148,JX976707  JX976708  JX976709,100.00,[100 - 100%],0.0012,99.61,26.90,[24.5 - 29.3%],0.1611,0.02,81.30,[77.9 - 84.2%],0.1621,96.44,0.09
JN024139-JN024148,JX976710  JX976711  JX976712  JX976713  JX976715  JX976716,100.00,[99.9 - 100%],0.0021,99.6,26.90,[24.6 - 29.4%],0.1607,0.03,81.20,[77.8 - 84.2%],0.1625,96.39,0.08
JN024139-JN024148,GQ999974,100.00,[100 - 100%],0.0007,99.61,26.70,[24.4 - 29.2%],0.1618,0.02,81.20,[77.9 - 84.2%],0.1624,96.39,0.17
JN024139-JN024148,JX976717  JX976718  JX976719  JX976720,100.00,[99.9 - 100%],0.0016,99.6,26.80,[24.5 - 29.3%],0.1612,0.02,81.20,[77.8 - 84.2%],0.1626,96.37,0.18
JN024139-JN024148,JX976721,42.40,[39.1 - 45.9%],0.3691,2.96,30.60,[28.2 - 33.1%],0.1389,0.13,38.80,[35.9 - 41.9%],0.4568,0.09,0.34
JN024139-JN024148,JX976729  JX976730  JX976731,100.00,[100 - 100%],0.0010,99.61,28.30,[26 - 30.8%],0.1518,0.05,82.90,[79.6 - 85.8%],0.1527,97.41,0.17
JN024139-JN024148,JX976670  JX976671,100.00,[100 - 100%],0.0005,99.61,27.30,[25 - 29.8%],0.1580,0.03,81.90,[78.6 - 84.8%],0.1584,96.85,0.29
JN024139-JN024148,JX976672-JX976680,100.00,[99.9 - 100%],0.0022,99.6,27.70,[25.3 - 30.2%],0.1556,0.04,82.10,[78.7 - 85%],0.1575,96.95,0.26
JN024139-JN024148,GQ999991,100.00,[100 - 100%],0.0007,99.61,27.10,[24.7 - 29.6%],0.1597,0.03,81.60,[78.2 - 84.5%],0.1603,96.65,0.00
JN024139-JN024148,JX976684  JX976685,100.00,[100 - 100%],0.0009,99.61,27.30,[24.9 - 29.8%],0.1584,0.03,81.80,[78.4 - 84.7%],0.1592,96.77,0.30
JN024139-JN024148,JX976686-JX976693,100.00,[100 - 100%],0.0015,99.6,28.10,[25.7 - 30.6%],0.1533,0.04,82.60,[79.3 - 85.5%],0.1546,97.23,0.28
JN024139-JN024148,JX976681-JX976683,100.00,[100 - 100%],0.0007,99.61,28.50,[26.2 - 31%],0.1504,0.06,83.20,[79.9 - 86%],0.1510,97.55,0.26
JN024139-JN024148,JX976632-JX976641,100.00,[100 - 100%],0.0009,99.61,26.10,[23.8 - 28.6%],0.1661,0.02,80.40,[77 - 83.4%],0.1669,95.81,0.14
JN024139-JN024148,JX976642,100.00,[100 - 100%],0.0006,99.61,25.90,[23.5 - 28.4%],0.1677,0.01,80.20,[76.8 - 83.2%],0.1682,95.62,0.11
JN024139-JN024148,GQ999983,100.00,[100 - 100%],0.0006,99.61,25.90,[23.5 - 28.4%],0.1677,0.01,80.20,[76.8 - 83.2%],0.1682,95.62,0.11
JN024139-JN024148,JX976646-JX976652,100.00,[100 - 100%],0.0003,99.62,26.30,[24 - 28.8%],0.1647,0.02,80.80,[77.4 - 83.8%],0.1649,96.08,0.24
JN024139-JN024148,JX976659-JX976669,100.00,[100 - 100%],0.0004,99.61,26.30,[24 - 28.8%],0.1646,0.02,80.80,[77.4 - 83.8%],0.1649,96.08,0.08
