,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024405-JN024414,100.00,[99.9 - 100%],0.0017,99.6,97.00,[95.9 - 97.9%],0.0043,97.66,100.00,[99.9 - 100%],0.0060,99.98,0.04
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024544-JN024553,100.00,[100 - 100%],0.0000,99.62,96.90,[95.7 - 97.7%],0.0045,97.62,100.00,[99.9 - 100%],0.0045,99.99,0.01
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024415  JN024416  JN024417  JN024418  JN024419  JN024420  JN024421  JN024554  JN024555  JN024556,100.00,[100 - 100%],0.0012,99.61,96.40,[95.1 - 97.4%],0.0050,97.52,99.90,[99.9 - 100%],0.0062,99.98,0.01
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024203-JN024212,100.00,[100 - 100%],0.0010,99.61,42.80,[40.3 - 45.4%],0.0906,5.23,92.60,[90.2 - 94.5%],0.0915,99.69,0.48
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024213-JN024222,100.00,[100 - 100%],0.0006,99.61,41.50,[39 - 44%],0.0946,3.89,92.10,[89.7 - 94%],0.0951,99.65,0.41
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024223  JN024224  JN024226  JN024227  JN024228  JN024229  JN024230  JN024231  JN024232  JN024233  JN024234  JN024235  JN024496  JN024497,100.00,[99.9 - 100%],0.0020,99.6,41.80,[39.3 - 44.3%],0.0936,4.18,92.10,[89.6 - 94%],0.0954,99.64,0.44
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024236  JN024237  JN024238  JN024239  JN024241  JN024242  JN024243  JN024244  JN024511,100.00,[100 - 100%],0.0007,99.61,41.30,[38.8 - 43.8%],0.0953,3.69,92.00,[89.5 - 93.9%],0.0960,99.64,0.47
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024245-JN024254,100.00,[100 - 100%],0.0005,99.61,41.20,[38.7 - 43.7%],0.0956,3.61,92.00,[89.5 - 93.9%],0.0961,99.63,0.41
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024255-JN024264,100.00,[100 - 100%],0.0001,99.62,41.10,[38.6 - 43.7%],0.0958,3.56,92.00,[89.5 - 93.9%],0.0959,99.64,0.40
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024512-JN024520,100.00,[99.9 - 100%],0.0016,99.6,41.20,[38.7 - 43.7%],0.0955,3.63,91.80,[89.3 - 93.8%],0.0970,99.62,0.47
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024265  JN024266  JN024267  JN024268  JN024269  JN024270  JN024271  JN024272  JN024273  JN024521,100.00,[100 - 100%],0.0001,99.62,41.20,[38.7 - 43.7%],0.0955,3.63,92.10,[89.6 - 94%],0.0956,99.64,0.46
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024274-JN024282,100.00,[100 - 100%],0.0005,99.61,41.20,[38.7 - 43.8%],0.0954,3.67,92.00,[89.5 - 93.9%],0.0959,99.64,0.20
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024284-JN024292,100.00,[100 - 100%],0.0005,99.61,41.40,[38.9 - 43.9%],0.0949,3.8,92.10,[89.6 - 94%],0.0954,99.64,0.16
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024293-JN024302,100.00,[100 - 100%],0.0006,99.61,41.40,[38.9 - 43.9%],0.0949,3.79,92.10,[89.6 - 94%],0.0955,99.64,0.17
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024303-JN024312,100.00,[100 - 100%],0.0005,99.61,41.00,[38.5 - 43.5%],0.0962,3.46,91.90,[89.4 - 93.8%],0.0967,99.63,0.27
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024313-JN024321,100.00,[100 - 100%],0.0005,99.61,41.40,[38.9 - 43.9%],0.0949,3.81,92.10,[89.6 - 94%],0.0954,99.64,0.18
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024322  JN024323  JN024324  JN024325  JN024326  JN024327  JN024328  JN024329  JN024330  JN024498,100.00,[100 - 100%],0.0000,99.62,41.30,[38.8 - 43.9%],0.0952,3.74,92.10,[89.6 - 94%],0.0952,99.65,0.24
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024331  JN024332  JN024333  JN024334  JN024335  JN024336  JN024337  JN024338  JN024499  JN024500,100.00,[100 - 100%],0.0000,99.62,41.60,[39.1 - 44.1%],0.0943,3.97,92.20,[89.8 - 94.1%],0.0944,99.66,0.25
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024100  JN024101  JN024103  JN024104  JN024105  JN024106  JN024107  JN024108  JN024109,100.00,[99.9 - 100%],0.0017,99.6,40.90,[38.4 - 43.5%],0.0964,3.4,91.70,[89.2 - 93.7%],0.0980,99.61,0.17
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024110-JN024119,100.00,[100 - 100%],0.0005,99.61,40.80,[38.3 - 43.3%],0.0968,3.31,91.80,[89.3 - 93.8%],0.0973,99.62,0.15
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024120-JN024129,100.00,[99.9 - 100%],0.0017,99.6,41.00,[38.5 - 43.5%],0.0962,3.45,91.70,[89.2 - 93.7%],0.0978,99.61,0.12
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024130-JN024138,100.00,[100 - 100%],0.0005,99.61,40.90,[38.4 - 43.5%],0.0964,3.41,91.90,[89.4 - 93.8%],0.0968,99.62,0.16
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024139-JN024148,100.00,[100 - 100%],0.0008,99.61,41.20,[38.7 - 43.8%],0.0954,3.67,92.00,[89.5 - 93.9%],0.0961,99.63,0.11
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024149  JN024150  JN024151  JN024152  JN024153  JN024154  JN024155  JN024156  JN024157  JN024158  JN024493  JN024494  JN024533  JN024534,100.00,[100 - 100%],0.0001,99.62,41.50,[39 - 44%],0.0947,3.87,92.20,[89.7 - 94.1%],0.0947,99.65,0.09
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024159  JN024160  JN024161  JN024162  JN024163  JN024164  JN024535  JN024536  JN024572,100.00,[100 - 100%],0.0006,99.61,41.10,[38.6 - 43.6%],0.0959,3.53,91.90,[89.4 - 93.9%],0.0964,99.63,0.14
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024165  JN024166  JN024167  JN024168  JN024169  JN024170  JN024171  JN024172  JN024173  JN024495  JN024537,100.00,[100 - 100%],0.0002,99.62,42.50,[39.9 - 45%],0.0916,4.85,92.60,[90.2 - 94.4%],0.0918,99.68,0.14
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024174  JN024175  JN024176  JN024177  JN024179  JN024180  JN024181,100.00,[100 - NaN%],0.0000,99.62,40.60,[38.1 - 43.1%],0.0976,3.12,91.80,[89.2 - 93.7%],0.0976,99.61,0.16
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024182  JN024183  JN024184  JN024185  JN024186  JN024524  JN024525  JN024526  JN024527  JN024528,100.00,[100 - 100%],0.0008,99.61,42.90,[40.4 - 45.5%],0.0902,5.37,92.70,[90.3 - 94.5%],0.0909,99.69,0.14
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024187  JN024188  JN024189  JN024190  JN024191  JN024192  JN024529  JN024530  JN024531  JN024532,100.00,[100 - 100%],0.0000,99.62,41.00,[38.5 - 43.5%],0.0963,3.44,91.90,[89.5 - 93.9%],0.0963,99.63,0.13
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JN024193-JN024202,100.00,[100 - 100%],0.0002,99.62,40.70,[38.2 - 43.2%],0.0973,3.19,91.80,[89.3 - 93.8%],0.0974,99.62,0.11
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JX976707  JX976708  JX976709,100.00,[99.9 - 100%],0.0017,99.6,26.80,[24.4 - 29.2%],0.1618,0.02,81.10,[77.7 - 84.1%],0.1632,96.3,0.20
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JX976710  JX976711  JX976712  JX976713  JX976715  JX976716,100.00,[99.9 - 100%],0.0030,99.59,27.10,[24.7 - 29.6%],0.1595,0.03,81.30,[77.9 - 84.2%],0.1621,96.44,0.20
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,GQ999974,100.00,[100 - 100%],0.0008,99.61,26.40,[24.1 - 28.9%],0.1640,0.02,80.80,[77.4 - 83.8%],0.1647,96.11,0.28
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JX976717  JX976718  JX976719  JX976720,100.00,[99.9 - 100%],0.0023,99.6,26.90,[24.5 - 29.4%],0.1608,0.03,81.20,[77.8 - 84.1%],0.1627,96.36,0.29
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JX976721,62.50,[58.8 - 66.1%],0.2250,51.13,27.80,[25.5 - 30.3%],0.1549,0.04,51.60,[48.6 - 54.7%],0.3450,4.29,0.45
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JX976729  JX976730  JX976731,99.40,[98.9 - 99.7%],0.0137,99.47,28.10,[25.8 - 30.6%],0.1529,0.05,80.90,[77.5 - 83.8%],0.1645,96.13,0.28
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JX976670  JX976671,100.00,[100 - 100%],0.0008,99.61,27.10,[24.7 - 29.6%],0.1597,0.03,81.60,[78.2 - 84.5%],0.1604,96.64,0.17
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JX976672-JX976680,99.90,[99.8 - 100%],0.0035,99.58,27.70,[25.3 - 30.2%],0.1558,0.04,81.90,[78.5 - 84.8%],0.1587,96.82,0.14
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,GQ999991,100.00,[100 - 100%],0.0008,99.61,26.70,[24.4 - 29.2%],0.1620,0.02,81.20,[77.8 - 84.1%],0.1627,96.36,0.11
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JX976684  JX976685,100.00,[100 - 100%],0.0013,99.61,27.00,[24.7 - 29.5%],0.1599,0.03,81.50,[78.1 - 84.4%],0.1610,96.56,0.19
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JX976686-JX976693,100.00,[99.9 - 100%],0.0030,99.59,28.20,[25.8 - 30.7%],0.1525,0.05,82.50,[79.2 - 85.4%],0.1550,97.19,0.17
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JX976681-JX976683,100.00,[100 - 100%],0.0010,99.61,28.10,[25.7 - 30.6%],0.1531,0.05,82.70,[79.4 - 85.6%],0.1540,97.29,0.15
JN024396 JN024397 JN024398 JN024399 JN024400 JN024401 JN024402 JN024403 JN024404 JN024542 JN024543,JX976632-JX976641,100.00,[99.9 - 100%],0.0028,99.59,27.20,[24.9 - 29.7%],0.1586,0.03,81.50,[78.1 - 84.4%],0.1609,96.58,0.02
