,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
JN024544-JN024553,JN024415  JN024416  JN024417  JN024418  JN024419  JN024420  JN024421  JN024554  JN024555  JN024556,100.00,[100 - 100%],0.0013,99.61,96.00,[94.6 - 97%],0.0055,97.43,99.90,[99.9 - 100%],0.0068,99.98,0.00
JN024544-JN024553,JN024203-JN024212,100.00,[100 - 100%],0.0011,99.61,41.10,[38.6 - 43.7%],0.0958,3.57,91.90,[89.4 - 93.8%],0.0968,99.63,0.47
JN024544-JN024553,JN024213-JN024222,100.00,[100 - 100%],0.0006,99.61,39.70,[37.2 - 42.2%],0.1005,2.51,91.30,[88.7 - 93.3%],0.1010,99.57,0.40
JN024544-JN024553,JN024223  JN024224  JN024226  JN024227  JN024228  JN024229  JN024230  JN024231  JN024232  JN024233  JN024234  JN024235  JN024496  JN024497,100.00,[99.9 - 100%],0.0021,99.6,39.70,[37.2 - 42.2%],0.1004,2.53,91.10,[88.5 - 93.1%],0.1023,99.55,0.43
JN024544-JN024553,JN024236  JN024237  JN024238  JN024239  JN024241  JN024242  JN024243  JN024244  JN024511,100.00,[100 - 100%],0.0008,99.61,39.60,[37.1 - 42.1%],0.1009,2.44,91.20,[88.6 - 93.2%],0.1015,99.56,0.46
JN024544-JN024553,JN024245-JN024254,100.00,[100 - 100%],0.0005,99.61,39.40,[36.9 - 41.9%],0.1015,2.33,91.10,[88.5 - 93.2%],0.1020,99.55,0.39
JN024544-JN024553,JN024255-JN024264,100.00,[100 - NaN%],0.0000,99.62,39.40,[36.9 - 41.9%],0.1015,2.32,91.20,[88.6 - 93.2%],0.1015,99.56,0.39
JN024544-JN024553,JN024512-JN024520,100.00,[99.9 - 100%],0.0017,99.6,39.50,[37 - 42%],0.1011,2.39,91.00,[88.4 - 93.1%],0.1027,99.54,0.45
JN024544-JN024553,JN024265  JN024266  JN024267  JN024268  JN024269  JN024270  JN024271  JN024272  JN024273  JN024521,100.00,[100 - 100%],0.0000,99.62,39.40,[36.9 - 42%],0.1014,2.35,91.20,[88.6 - 93.3%],0.1014,99.56,0.44
JN024544-JN024553,JN024274-JN024282,100.00,[100 - 100%],0.0006,99.61,40.20,[37.7 - 42.7%],0.0989,2.83,91.50,[88.9 - 93.5%],0.0995,99.59,0.19
JN024544-JN024553,JN024284-JN024292,100.00,[100 - 100%],0.0006,99.61,40.30,[37.8 - 42.9%],0.0984,2.94,91.60,[89 - 93.6%],0.0989,99.6,0.15
JN024544-JN024553,JN024293-JN024302,100.00,[100 - 100%],0.0007,99.61,40.20,[37.7 - 42.8%],0.0987,2.87,91.50,[89 - 93.5%],0.0993,99.59,0.15
JN024544-JN024553,JN024303-JN024312,100.00,[100 - 100%],0.0006,99.61,39.80,[37.3 - 42.3%],0.1002,2.57,91.30,[88.7 - 93.3%],0.1007,99.57,0.26
JN024544-JN024553,JN024313-JN024321,100.00,[100 - 100%],0.0006,99.61,40.30,[37.8 - 42.8%],0.0986,2.9,91.50,[89 - 93.5%],0.0991,99.59,0.17
JN024544-JN024553,JN024322  JN024323  JN024324  JN024325  JN024326  JN024327  JN024328  JN024329  JN024330  JN024498,100.00,[100 - NaN%],0.0000,99.62,40.20,[37.7 - 42.7%],0.0989,2.82,91.60,[89 - 93.6%],0.0989,99.6,0.22
JN024544-JN024553,JN024331  JN024332  JN024333  JN024334  JN024335  JN024336  JN024337  JN024338  JN024499  JN024500,100.00,[100 - NaN%],0.0000,99.62,40.40,[37.9 - 42.9%],0.0982,2.98,91.70,[89.1 - 93.7%],0.0982,99.61,0.23
JN024544-JN024553,JN024100  JN024101  JN024103  JN024104  JN024105  JN024106  JN024107  JN024108  JN024109,100.00,[99.9 - 100%],0.0019,99.6,39.40,[36.9 - 41.9%],0.1015,2.33,91.00,[88.3 - 93%],0.1032,99.53,0.16
JN024544-JN024553,JN024110-JN024119,100.00,[100 - 100%],0.0006,99.61,39.20,[36.8 - 41.8%],0.1020,2.24,91.00,[88.4 - 93.1%],0.1026,99.54,0.14
