,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
JN024182 JN024183 JN024184 JN024185 JN024186 JN024524 JN024525 JN024526 JN024527 JN024528,JN024187  JN024188  JN024189  JN024190  JN024191  JN024192  JN024529  JN024530  JN024531  JN024532,100.00,[100 - 100%],0.0007,99.61,94.50,[92.9 - 95.8%],0.0071,97.09,99.90,[99.8 - 100%],0.0079,99.98,0.01
JN024182 JN024183 JN024184 JN024185 JN024186 JN024524 JN024525 JN024526 JN024527 JN024528,JN024193-JN024202,100.00,[100 - 100%],0.0000,99.62,94.20,[92.5 - 95.6%],0.0075,97.02,99.90,[99.8 - 100%],0.0075,99.98,0.02
JN024182 JN024183 JN024184 JN024185 JN024186 JN024524 JN024525 JN024526 JN024527 JN024528,JX976707  JX976708  JX976709,100.00,[100 - 100%],0.0012,99.61,26.70,[24.4 - 29.2%],0.1619,0.02,81.20,[77.8 - 84.1%],0.1628,96.34,0.06
JN024182 JN024183 JN024184 JN024185 JN024186 JN024524 JN024525 JN024526 JN024527 JN024528,JX976710  JX976711  JX976712  JX976713  JX976715  JX976716,100.00,[99.9 - 100%],0.0021,99.6,26.80,[24.5 - 29.3%],0.1614,0.02,81.10,[77.7 - 84.1%],0.1632,96.3,0.06
JN024182 JN024183 JN024184 JN024185 JN024186 JN024524 JN024525 JN024526 JN024527 JN024528,GQ999974,100.00,[100 - 100%],0.0007,99.61,26.60,[24.3 - 29.1%],0.1627,0.02,81.10,[77.7 - 84%],0.1633,96.29,0.14
JN024182 JN024183 JN024184 JN024185 JN024186 JN024524 JN024525 JN024526 JN024527 JN024528,JX976717  JX976718  JX976719  JX976720,100.00,[99.9 - 100%],0.0016,99.6,26.70,[24.4 - 29.2%],0.1619,0.02,81.10,[77.7 - 84%],0.1633,96.29,0.15
JN024182 JN024183 JN024184 JN024185 JN024186 JN024524 JN024525 JN024526 JN024527 JN024528,JX976721,42.50,[39.1 - 45.9%],0.3686,2.99,30.20,[27.8 - 32.7%],0.1413,0.11,38.70,[35.7 - 41.8%],0.4578,0.09,0.32
JN024182 JN024183 JN024184 JN024185 JN024186 JN024524 JN024525 JN024526 JN024527 JN024528,JX976729  JX976730  JX976731,100.00,[100 - 100%],0.0010,99.61,28.20,[25.9 - 30.7%],0.1523,0.05,82.80,[79.5 - 85.7%],0.1532,97.36,0.14
JN024182 JN024183 JN024184 JN024185 JN024186 JN024524 JN024525 JN024526 JN024527 JN024528,JX976670  JX976671,100.00,[100 - 100%],0.0005,99.61,27.10,[24.8 - 29.6%],0.1591,0.03,81.70,[78.4 - 84.7%],0.1595,96.73,0.31
JN024182 JN024183 JN024184 JN024185 JN024186 JN024524 JN024525 JN024526 JN024527 JN024528,JX976672-JX976680,100.00,[99.9 - 100%],0.0022,99.6,27.20,[24.9 - 29.7%],0.1586,0.03,81.60,[78.2 - 84.5%],0.1604,96.63,0.28
JN024182 JN024183 JN024184 JN024185 JN024186 JN024524 JN024525 JN024526 JN024527 JN024528,GQ999991,100.00,[100 - 100%],0.0007,99.61,26.90,[24.5 - 29.4%],0.1608,0.03,81.40,[78 - 84.4%],0.1614,96.51,0.03
JN024182 JN024183 JN024184 JN024185 JN024186 JN024524 JN024525 JN024526 JN024527 JN024528,JX976684  JX976685,100.00,[100 - 100%],0.0009,99.61,27.10,[24.7 - 29.6%],0.1595,0.03,81.60,[78.2 - 84.5%],0.1603,96.65,0.33
JN024182 JN024183 JN024184 JN024185 JN024186 JN024524 JN024525 JN024526 JN024527 JN024528,JX976686-JX976693,100.00,[100 - 100%],0.0015,99.6,27.90,[25.5 - 30.4%],0.1545,0.04,82.40,[79.1 - 85.3%],0.1558,97.12,0.31
JN024182 JN024183 JN024184 JN024185 JN024186 JN024524 JN024525 JN024526 JN024527 JN024528,JX976681-JX976683,100.00,[100 - 100%],0.0007,99.61,28.40,[26 - 30.9%],0.1512,0.05,83.10,[79.8 - 85.9%],0.1518,97.48,0.29
JN024182 JN024183 JN024184 JN024185 JN024186 JN024524 JN024525 JN024526 JN024527 JN024528,JX976632-JX976641,100.00,[100 - 100%],0.0009,99.61,26.10,[23.8 - 28.6%],0.1662,0.02,80.40,[77 - 83.4%],0.1670,95.8,0.16
JN024182 JN024183 JN024184 JN024185 JN024186 JN024524 JN024525 JN024526 JN024527 JN024528,JX976642,100.00,[100 - 100%],0.0006,99.61,25.90,[23.6 - 28.4%],0.1676,0.01,80.20,[76.8 - 83.2%],0.1681,95.64,0.09
JN024182 JN024183 JN024184 JN024185 JN024186 JN024524 JN024525 JN024526 JN024527 JN024528,GQ999983,100.00,[100 - 100%],0.0006,99.61,25.90,[23.6 - 28.4%],0.1676,0.01,80.20,[76.8 - 83.2%],0.1681,95.64,0.09
JN024182 JN024183 JN024184 JN024185 JN024186 JN024524 JN024525 JN024526 JN024527 JN024528,JX976646-JX976652,100.00,[100 - 100%],0.0003,99.62,26.20,[23.9 - 28.7%],0.1652,0.02,80.70,[77.3 - 83.7%],0.1654,96.01,0.26
JN024182 JN024183 JN024184 JN024185 JN024186 JN024524 JN024525 JN024526 JN024527 JN024528,JX976659-JX976669,100.00,[100 - 100%],0.0004,99.61,26.20,[23.9 - 28.7%],0.1654,0.02,80.70,[77.3 - 83.6%],0.1657,95.97,0.11
