,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
JN024274-JN024282,JN024284-JN024292,100.00,[100 - NaN%],0.0000,99.62,98.30,[97.5 - 98.8%],0.0027,97.92,100.00,[100 - 100%],0.0027,99.99,0.04
JN024274-JN024282,JN024293-JN024302,100.00,[100 - NaN%],0.0000,99.62,98.20,[97.3 - 98.7%],0.0029,97.89,100.00,[100 - 100%],0.0029,99.99,0.03
JN024274-JN024282,JN024303-JN024312,100.00,[100 - NaN%],0.0000,99.62,96.60,[95.3 - 97.5%],0.0048,97.56,100.00,[99.9 - 100%],0.0048,99.98,0.07
JN024274-JN024282,JN024313-JN024321,100.00,[100 - 100%],0.0000,99.62,97.20,[96.1 - 98%],0.0041,97.69,100.00,[99.9 - 100%],0.0041,99.99,0.02
JN024274-JN024282,JN024322  JN024323  JN024324  JN024325  JN024326  JN024327  JN024328  JN024329  JN024330  JN024498,100.00,[100 - 100%],0.0006,99.61,97.10,[96 - 97.9%],0.0042,97.67,100.00,[99.9 - 100%],0.0048,99.98,0.03
JN024274-JN024282,JN024331  JN024332  JN024333  JN024334  JN024335  JN024336  JN024337  JN024338  JN024499  JN024500,100.00,[100 - 100%],0.0006,99.61,95.30,[93.7 - 96.5%],0.0063,97.27,99.90,[99.9 - 100%],0.0069,99.98,0.05
JN024274-JN024282,JN024100  JN024101  JN024103  JN024104  JN024105  JN024106  JN024107  JN024108  JN024109,100.00,[100 - 100%],0.0013,99.61,43.50,[41 - 46%],0.0885,6.06,92.90,[90.5 - 94.7%],0.0897,99.71,0.03
JN024274-JN024282,JN024110-JN024119,100.00,[100 - NaN%],0.0000,99.62,43.40,[40.8 - 45.9%],0.0889,5.88,93.00,[90.7 - 94.8%],0.0889,99.71,0.05
JN024274-JN024282,JN024120-JN024129,100.00,[100 - 100%],0.0012,99.61,43.50,[41 - 46.1%],0.0884,6.12,92.90,[90.6 - 94.7%],0.0895,99.71,0.08
JN024274-JN024282,JN024130-JN024138,100.00,[100 - NaN%],0.0000,99.62,43.60,[41 - 46.1%],0.0883,6.14,93.10,[90.7 - 94.8%],0.0883,99.72,0.04
JN024274-JN024282,JN024139-JN024148,100.00,[100 - 100%],0.0005,99.61,43.80,[41.3 - 46.3%],0.0877,6.44,93.10,[90.8 - 94.8%],0.0881,99.72,0.09
JN024274-JN024282,JN024149  JN024150  JN024151  JN024152  JN024153  JN024154  JN024155  JN024156  JN024157  JN024158  JN024493  JN024494  JN024533  JN024534,100.00,[100 - 100%],0.0005,99.61,43.80,[41.2 - 46.3%],0.0877,6.43,93.10,[90.8 - 94.8%],0.0882,99.72,0.11
JN024274-JN024282,JN024159  JN024160  JN024161  JN024162  JN024163  JN024164  JN024535  JN024536  JN024572,100.00,[100 - 100%],0.0004,99.61,43.70,[41.2 - 46.3%],0.0879,6.32,93.10,[90.8 - 94.8%],0.0883,99.72,0.06
JN024274-JN024282,JN024165  JN024166  JN024167  JN024168  JN024169  JN024170  JN024171  JN024172  JN024173  JN024495  JN024537,100.00,[100 - 100%],0.0001,99.62,45.10,[42.6 - 47.7%],0.0840,8.4,93.60,[91.4 - 95.3%],0.0841,99.76,0.06
JN024274-JN024282,JN024174  JN024175  JN024176  JN024177  JN024179  JN024180  JN024181,100.00,[100 - 100%],0.0007,99.61,43.30,[40.7 - 45.8%],0.0892,5.77,92.90,[90.5 - 94.7%],0.0898,99.71,0.04
JN024274-JN024282,JN024182  JN024183  JN024184  JN024185  JN024186  JN024524  JN024525  JN024526  JN024527  JN024528,100.00,[100 - 100%],0.0005,99.61,45.50,[42.9 - 48.1%],0.0829,9.03,93.70,[91.5 - 95.4%],0.0834,99.77,0.06
JN024274-JN024282,JN024187  JN024188  JN024189  JN024190  JN024191  JN024192  JN024529  JN024530  JN024531  JN024532,100.00,[100 - 100%],0.0006,99.61,43.40,[40.9 - 46%],0.0887,5.99,92.90,[90.6 - 94.7%],0.0893,99.71,0.08
JN024274-JN024282,JN024193-JN024202,100.00,[100 - 100%],0.0001,99.62,43.00,[40.5 - 45.6%],0.0899,5.49,92.80,[90.5 - 94.6%],0.0900,99.7,0.09
JN024274-JN024282,JX976707  JX976708  JX976709,99.60,[99.3 - 99.8%],0.0101,99.51,27.40,[25 - 29.9%],0.1576,0.03,80.60,[77.2 - 83.6%],0.1661,95.91,0.00
JN024274-JN024282,JX976710  JX976711  JX976712  JX976713  JX976715  JX976716,99.60,[99.2 - 99.8%],0.0103,99.51,27.50,[25.1 - 29.9%],0.1572,0.03,80.60,[77.2 - 83.6%],0.1658,95.95,0.01
JN024274-JN024282,GQ999974,99.60,[99.2 - 99.8%],0.0105,99.51,27.30,[24.9 - 29.8%],0.1582,0.03,80.40,[77 - 83.4%],0.1671,95.78,0.08
JN024274-JN024282,JX976717  JX976718  JX976719  JX976720,99.60,[99.2 - 99.8%],0.0103,99.51,27.40,[25.1 - 29.9%],0.1573,0.03,80.60,[77.2 - 83.6%],0.1660,95.93,0.09
JN024274-JN024282,JX976721,67.40,[63.6 - 71.1%],0.1973,67.36,27.80,[25.4 - 30.3%],0.1551,0.04,54.90,[51.7 - 58%],0.3218,9.18,0.25
JN024274-JN024282,JX976729  JX976730  JX976731,98.30,[97.1 - 99%],0.0266,99.27,27.50,[25.2 - 30%],0.1567,0.03,78.30,[74.9 - 81.4%],0.1791,93.71,0.08
JN024274-JN024282,JX976670  JX976671,99.60,[99.2 - 99.8%],0.0107,99.5,28.30,[25.9 - 30.8%],0.1520,0.05,81.50,[78.1 - 84.4%],0.1611,96.55,0.37
JN024274-JN024282,JX976672-JX976680,99.60,[99.2 - 99.8%],0.0109,99.5,28.30,[25.9 - 30.8%],0.1518,0.05,81.50,[78.1 - 84.4%],0.1610,96.56,0.34
JN024274-JN024282,GQ999991,99.60,[99.1 - 99.8%],0.0114,99.5,28.00,[25.7 - 30.5%],0.1535,0.04,81.10,[77.7 - 84.1%],0.1631,96.31,0.09
JN024274-JN024282,JX976684  JX976685,99.60,[99.1 - 99.8%],0.0111,99.5,28.30,[25.9 - 30.8%],0.1521,0.05,81.40,[78 - 84.3%],0.1615,96.5,0.39
JN024274-JN024282,JX976686-JX976693,99.10,[98.3 - 99.5%],0.0177,99.41,28.20,[25.9 - 30.7%],0.1523,0.05,80.40,[77 - 83.4%],0.1673,95.75,0.37
JN024274-JN024282,JX976681-JX976683,100.00,[100 - 100%],0.0010,99.61,29.00,[26.7 - 31.5%],0.1476,0.07,83.60,[80.4 - 86.5%],0.1484,97.76,0.35
JN024274-JN024282,JX976632-JX976641,99.70,[99.3 - 99.8%],0.0096,99.52,27.30,[24.9 - 29.8%],0.1584,0.03,80.50,[77.1 - 83.5%],0.1665,95.87,0.23
JN024274-JN024282,JX976642,99.50,[99.1 - 99.8%],0.0119,99.49,27.20,[24.8 - 29.7%],0.1589,0.03,80.10,[76.7 - 83.1%],0.1689,95.51,0.02
JN024274-JN024282,GQ999983,99.50,[99.1 - 99.8%],0.0119,99.49,27.20,[24.8 - 29.7%],0.1589,0.03,80.10,[76.7 - 83.1%],0.1689,95.51,0.02
JN024274-JN024282,JX976646-JX976652,99.60,[99.3 - 99.8%],0.0100,99.51,27.40,[25 - 29.9%],0.1575,0.03,80.60,[77.2 - 83.6%],0.1659,95.94,0.33
JN024274-JN024282,JX976659-JX976669,99.70,[99.4 - 99.9%],0.0092,99.52,27.40,[25.1 - 29.9%],0.1573,0.03,80.80,[77.4 - 83.8%],0.1650,96.06,0.17
