,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
JN024165 JN024166 JN024167 JN024168 JN024169 JN024170 JN024171 JN024172 JN024173 JN024495 JN024537,JN024174  JN024175  JN024176  JN024177  JN024179  JN024180  JN024181,100.00,[100 - 100%],0.0002,99.62,95.80,[94.4 - 96.9%],0.0057,97.4,100.00,[99.9 - 100%],0.0059,99.98,0.01
JN024165 JN024166 JN024167 JN024168 JN024169 JN024170 JN024171 JN024172 JN024173 JN024495 JN024537,JN024182  JN024183  JN024184  JN024185  JN024186  JN024524  JN024525  JN024526  JN024527  JN024528,100.00,[100 - NaN%],0.0000,99.62,95.80,[94.4 - 96.9%],0.0057,97.39,100.00,[99.9 - 100%],0.0057,99.98,0.01
JN024165 JN024166 JN024167 JN024168 JN024169 JN024170 JN024171 JN024172 JN024173 JN024495 JN024537,JN024187  JN024188  JN024189  JN024190  JN024191  JN024192  JN024529  JN024530  JN024531  JN024532,100.00,[100 - 100%],0.0002,99.62,94.80,[93.2 - 96.1%],0.0068,97.16,99.90,[99.9 - 100%],0.0070,99.98,0.02
JN024165 JN024166 JN024167 JN024168 JN024169 JN024170 JN024171 JN024172 JN024173 JN024495 JN024537,JN024193-JN024202,100.00,[100 - 100%],0.0001,99.62,94.10,[92.3 - 95.5%],0.0077,96.98,99.90,[99.8 - 100%],0.0077,99.98,0.03
JN024165 JN024166 JN024167 JN024168 JN024169 JN024170 JN024171 JN024172 JN024173 JN024495 JN024537,JX976707  JX976708  JX976709,100.00,[100 - 100%],0.0011,99.61,27.30,[24.9 - 29.8%],0.1583,0.03,81.80,[78.4 - 84.7%],0.1592,96.76,0.06
JN024165 JN024166 JN024167 JN024168 JN024169 JN024170 JN024171 JN024172 JN024173 JN024495 JN024537,JX976710  JX976711  JX976712  JX976713  JX976715  JX976716,100.00,[99.9 - 100%],0.0020,99.6,27.60,[25.3 - 30.1%],0.1560,0.04,82.10,[78.7 - 85%],0.1576,96.93,0.05
JN024165 JN024166 JN024167 JN024168 JN024169 JN024170 JN024171 JN024172 JN024173 JN024495 JN024537,GQ999974,100.00,[100 - 100%],0.0006,99.61,26.90,[24.5 - 29.4%],0.1608,0.03,81.40,[78.1 - 84.4%],0.1613,96.52,0.14
JN024165 JN024166 JN024167 JN024168 JN024169 JN024170 JN024171 JN024172 JN024173 JN024495 JN024537,JX976717  JX976718  JX976719  JX976720,100.00,[100 - 100%],0.0015,99.6,27.40,[25 - 29.9%],0.1576,0.03,81.80,[78.5 - 84.8%],0.1589,96.8,0.14
JN024165 JN024166 JN024167 JN024168 JN024169 JN024170 JN024171 JN024172 JN024173 JN024495 JN024537,JX976721,29.80,[26.4 - 33.4%],0.5158,0.08,34.50,[32.1 - 37%],0.1202,0.56,29.30,[26.4 - 32.4%],0.5740,0,0.31
JN024165 JN024166 JN024167 JN024168 JN024169 JN024170 JN024171 JN024172 JN024173 JN024495 JN024537,JX976729  JX976730  JX976731,99.40,[98.9 - 99.7%],0.0132,99.47,28.80,[26.4 - 31.3%],0.1488,0.06,81.60,[78.3 - 84.6%],0.1601,96.67,0.14
JN024165 JN024166 JN024167 JN024168 JN024169 JN024170 JN024171 JN024172 JN024173 JN024495 JN024537,JX976670  JX976671,100.00,[100 - 100%],0.0004,99.61,27.60,[25.2 - 30.1%],0.1562,0.04,82.30,[78.9 - 85.2%],0.1565,97.05,0.32
JN024165 JN024166 JN024167 JN024168 JN024169 JN024170 JN024171 JN024172 JN024173 JN024495 JN024537,JX976672-JX976680,100.00,[99.9 - 100%],0.0020,99.6,28.30,[25.9 - 30.8%],0.1521,0.05,82.70,[79.4 - 85.6%],0.1539,97.3,0.29
JN024165 JN024166 JN024167 JN024168 JN024169 JN024170 JN024171 JN024172 JN024173 JN024495 JN024537,GQ999991,100.00,[100 - 100%],0.0006,99.61,27.20,[24.9 - 29.7%],0.1586,0.03,81.80,[78.4 - 84.7%],0.1591,96.77,0.03
JN024165 JN024166 JN024167 JN024168 JN024169 JN024170 JN024171 JN024172 JN024173 JN024495 JN024537,JX976684  JX976685,100.00,[100 - 100%],0.0008,99.61,27.60,[25.2 - 30.1%],0.1565,0.03,82.10,[78.8 - 85%],0.1572,96.98,0.33
JN024165 JN024166 JN024167 JN024168 JN024169 JN024170 JN024171 JN024172 JN024173 JN024495 JN024537,JX976686-JX976693,100.00,[100 - 100%],0.0014,99.6,28.70,[26.4 - 31.2%],0.1494,0.06,83.30,[80 - 86.1%],0.1505,97.59,0.32
JN024165 JN024166 JN024167 JN024168 JN024169 JN024170 JN024171 JN024172 JN024173 JN024495 JN024537,JX976681-JX976683,100.00,[100 - 100%],0.0006,99.61,28.90,[26.5 - 31.4%],0.1484,0.06,83.60,[80.3 - 86.4%],0.1489,97.72,0.30
JN024165 JN024166 JN024167 JN024168 JN024169 JN024170 JN024171 JN024172 JN024173 JN024495 JN024537,JX976632-JX976641,100.00,[100 - 100%],0.0009,99.61,27.00,[24.7 - 29.5%],0.1598,0.03,81.60,[78.2 - 84.5%],0.1605,96.62,0.17
