,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
JN024313-JN024321,JN024322  JN024323  JN024324  JN024325  JN024326  JN024327  JN024328  JN024329  JN024330  JN024498,100.00,[100 - 100%],0.0006,99.61,97.70,[96.7 - 98.4%],0.0035,97.79,100.00,[99.9 - 100%],0.0041,99.99,0.05
JN024313-JN024321,JN024331  JN024332  JN024333  JN024334  JN024335  JN024336  JN024337  JN024338  JN024499  JN024500,100.00,[100 - 100%],0.0006,99.61,95.20,[93.7 - 96.4%],0.0064,97.26,99.90,[99.9 - 100%],0.0070,99.98,0.06
JN024313-JN024321,JN024100  JN024101  JN024103  JN024104  JN024105  JN024106  JN024107  JN024108  JN024109,100.00,[100 - 100%],0.0013,99.61,43.40,[40.9 - 46%],0.0887,5.97,92.80,[90.5 - 94.6%],0.0900,99.7,0.01
JN024313-JN024321,JN024110-JN024119,100.00,[100 - 100%],0.0000,99.62,43.30,[40.7 - 45.8%],0.0892,5.78,92.90,[90.6 - 94.7%],0.0892,99.71,0.03
JN024313-JN024321,JN024120-JN024129,100.00,[100 - 100%],0.0012,99.61,43.50,[40.9 - 46%],0.0886,6.03,92.90,[90.5 - 94.7%],0.0897,99.71,0.06
JN024313-JN024321,JN024130-JN024138,100.00,[100 - 100%],0.0000,99.62,43.50,[41 - 46%],0.0886,6.04,93.00,[90.7 - 94.8%],0.0886,99.72,0.02
JN024313-JN024321,JN024139-JN024148,100.00,[100 - 100%],0.0005,99.61,43.70,[41.2 - 46.3%],0.0879,6.34,93.10,[90.7 - 94.8%],0.0884,99.72,0.07
JN024313-JN024321,JN024149  JN024150  JN024151  JN024152  JN024153  JN024154  JN024155  JN024156  JN024157  JN024158  JN024493  JN024494  JN024533  JN024534,100.00,[100 - 100%],0.0005,99.61,43.70,[41.2 - 46.3%],0.0879,6.33,93.00,[90.7 - 94.8%],0.0884,99.72,0.09
JN024313-JN024321,JN024159  JN024160  JN024161  JN024162  JN024163  JN024164  JN024535  JN024536  JN024572,100.00,[100 - 100%],0.0004,99.61,43.60,[41.1 - 46.2%],0.0882,6.22,93.00,[90.7 - 94.8%],0.0885,99.72,0.04
JN024313-JN024321,JN024165  JN024166  JN024167  JN024168  JN024169  JN024170  JN024171  JN024172  JN024173  JN024495  JN024537,100.00,[100 - 100%],0.0001,99.62,45.10,[42.5 - 47.7%],0.0840,8.36,93.60,[91.4 - 95.3%],0.0841,99.76,0.04
JN024313-JN024321,JN024174  JN024175  JN024176  JN024177  JN024179  JN024180  JN024181,100.00,[100 - 100%],0.0007,99.61,43.20,[40.7 - 45.8%],0.0894,5.69,92.80,[90.5 - 94.6%],0.0900,99.7,0.02
JN024313-JN024321,JN024182  JN024183  JN024184  JN024185  JN024186  JN024524  JN024525  JN024526  JN024527  JN024528,100.00,[100 - 100%],0.0005,99.61,45.50,[43 - 48.1%],0.0829,9.07,93.70,[91.5 - 95.4%],0.0833,99.77,0.04
JN024313-JN024321,JN024187  JN024188  JN024189  JN024190  JN024191  JN024192  JN024529  JN024530  JN024531  JN024532,100.00,[100 - 100%],0.0006,99.61,43.30,[40.8 - 45.9%],0.0889,5.88,92.90,[90.6 - 94.7%],0.0895,99.71,0.06
JN024313-JN024321,JN024193-JN024202,100.00,[100 - 100%],0.0001,99.62,43.00,[40.4 - 45.5%],0.0901,5.4,92.80,[90.4 - 94.6%],0.0902,99.7,0.07
JN024313-JN024321,JX976707  JX976708  JX976709,99.60,[99.3 - 99.8%],0.0102,99.51,27.50,[25.1 - 30%],0.1569,0.03,80.70,[77.3 - 83.7%],0.1654,96.01,0.02
JN024313-JN024321,JX976710  JX976711  JX976712  JX976713  JX976715  JX976716,99.60,[99.2 - 99.8%],0.0103,99.51,27.60,[25.2 - 30.1%],0.1564,0.04,80.80,[77.4 - 83.7%],0.1651,96.05,0.01
JN024313-JN024321,GQ999974,99.60,[99.2 - 99.8%],0.0105,99.51,27.40,[25 - 29.9%],0.1576,0.03,80.50,[77.1 - 83.5%],0.1664,95.88,0.10
JN024313-JN024321,JX976717  JX976718  JX976719  JX976720,99.60,[99.2 - 99.8%],0.0103,99.51,27.50,[25.2 - 30%],0.1566,0.03,80.70,[77.3 - 83.7%],0.1653,96.03,0.10
JN024313-JN024321,JX976721,67.40,[63.6 - 71.1%],0.1973,67.35,27.90,[25.5 - 30.4%],0.1544,0.04,54.90,[51.8 - 58.1%],0.3212,9.34,0.27
JN024313-JN024321,JX976729  JX976730  JX976731,99.50,[99 - 99.7%],0.0125,99.48,27.50,[25.2 - 30%],0.1567,0.03,80.40,[77 - 83.4%],0.1673,95.76,0.10
JN024313-JN024321,JX976670  JX976671,99.60,[99.2 - 99.8%],0.0107,99.5,28.30,[26 - 30.8%],0.1516,0.05,81.50,[78.2 - 84.5%],0.1607,96.6,0.36
JN024313-JN024321,JX976672-JX976680,99.60,[99.2 - 99.8%],0.0109,99.5,28.40,[26 - 30.9%],0.1513,0.05,81.60,[78.2 - 84.5%],0.1606,96.61,0.33
JN024313-JN024321,GQ999991,99.60,[99.1 - 99.8%],0.0114,99.5,28.10,[25.7 - 30.6%],0.1530,0.05,81.20,[77.8 - 84.1%],0.1627,96.36,0.07
